sentence,entity1,entity1_label,entity2,entity2_label,relation
"Coastal transport , especially in the Lagoon , requires small , light , handy canoes called kewo'u ( see Fig .",Lagoon,LOC,Fig,PERSON,
"II , and Plates XXIV , top foreground , and XXXVI , to the right ) ; for fishing , bigger and more seaworthy canoes called kalipoulo ( see Fig .",XXXVI,ORG,kalipoulo,OBJECT,
"II , and Plates XXIV , top foreground , and XXXVI , to the right ) ; for fishing , bigger and more seaworthy canoes called kalipoulo ( see Fig .",XXXVI,ORG,Fig,PERSON,
"II , and Plates XXIV , top foreground , and XXXVI , to the right ) ; for fishing , bigger and more seaworthy canoes called kalipoulo ( see Fig .",kalipoulo,OBJECT,Fig,PERSON,
"II , and Plates XXIV , and XXXVI , to the left , also XXXVII ) are used ; finally , for deep sea sailing , the biggest type is needed , with a considerable carrying capacity , greater displacement , and stronger construction .",XXXVI,ORG,,,
These are called masawa ( see Fig .,masawa,OBJECT,Fig,PERSON,
"XXXVII and Plates XXI , XXIII , etc . ) .",XXIII,GPE,,,
The word waga is a general designation for all kinds of sailing craft .,waga,OBJECT,,,
The construction of the smallest canoes is sufficiently illustrated by the diagram in Fig .,Fig,ORG,,,
"Type , as can be seen in Fig .",Fig,PERSON,,,
"headman is the owner of the canoe , headman performs the fish magic , and among other privileges , obtains the main yield of fish .",headman,PERSON,canoe,ORG,
"By far the most elaborate technically , the most seaworthy and carefully built , are the sea - going canoes of the third type ( see Fig .",Fig,PERSON,,,
"The whole planking remains in place by means of ribs , as in the second type of canoes , the kalipoulo , the fishing canoes , but all the parts are finished and fitted much more perfectly , lashed with a better creeper , and more thoroughly caulked .",kalipoulo,OBJECT,,,
The magic is always performed in direct association with Kula expeditions .,Kula,EVENT,,,
"After having thus spoken about , first , the general impression made by a canoe and canoe psychological import , and then about the fundamental features of canoe technology , we have to turn to the social implications of a masawa ( sea - going canoe ) .",canoe,ORG,canoe psychological import,ORG,
"After having thus spoken about , first , the general impression made by a canoe and canoe psychological import , and then about the fundamental features of canoe technology , we have to turn to the social implications of a masawa ( sea - going canoe ) .",canoe,ORG,canoe technology,ORG,
"After having thus spoken about , first , the general impression made by a canoe and canoe psychological import , and then about the fundamental features of canoe technology , we have to turn to the social implications of a masawa ( sea - going canoe ) .",canoe,ORG,masawa,OBJECT,
"After having thus spoken about , first , the general impression made by a canoe and canoe psychological import , and then about the fundamental features of canoe technology , we have to turn to the social implications of a masawa ( sea - going canoe ) .",canoe psychological import,ORG,canoe technology,ORG,
"After having thus spoken about , first , the general impression made by a canoe and canoe psychological import , and then about the fundamental features of canoe technology , we have to turn to the social implications of a masawa ( sea - going canoe ) .",canoe psychological import,ORG,masawa,OBJECT,
"After having thus spoken about , first , the general impression made by a canoe and canoe psychological import , and then about the fundamental features of canoe technology , we have to turn to the social implications of a masawa ( sea - going canoe ) .",canoe technology,ORG,masawa,OBJECT,
"The canoe is constructed by a group of people , canoe is owned , used and enjoyed communally , and this is done according to definite rules .",canoe,ORG,canoe,ORG,
"Under these three headings , we shall give an outline of the canoe 's sociology , always bearing in mind that these outlines have to be filled in in the subsequent account .",canoe,ORG,,,
( A ) Social organisation of labour in constructing a Canoe .,Canoe,PRODUCT,,,
"Finally , in Kiriwina , communal labour , and the services of experts have to be paid for , and there must be someone who has the means and is prepared to do Kiriwina .",Kiriwina,LOCATION,Kiriwina,LOCATION,
"The sociological differentiation of functions.--First of all there is the owner of the canoe , that is , the chief , or the headman of a village or of a smaller sub - division , who takes the responsibility for the undertaking .",chief,PERSON,,,
"Finally , the third sociological factor in canoe - building , consists of the workers .",canoe - building,LOC,,,
"The magical regulation of work.--The belief in the efficiency of magic is supreme among the natives of Boyowa , and natives associate Boyowa with all natives vital concerns .",Boyowa,GPE,Boyowa,GPE,
"We shall have to describe , besides the magic of canoe - making , that of propitious sailing , of shipwreck and salvage , of Kula and of trade , of fishing , of obtaining spondylus and Conus shell , and of protection against attack in foreign parts .",canoe,ORG,Kula,EVENT,
"It is imperative that we should thoroughly grasp what magic means to the natives and the rôle magic plays in all all vital pursuits , and a special chapter will be devoted to magical ideas and magical practices in Kiriwina .",Kiriwina,LOCATION,,,
"Here , however , it is necessary to sketch the main outlines , at least as far as canoe magic is concerned .",canoe,ORG,,,
"In the Trobriands , the general injunction for always building canoes under the guidance of magic is obeyed without the slightest deviation , for the tradition here weighs very heavily .",the Trobriands,LOCATION,,,
"Up to the present , not one single masawa canoe has been constructed without magic , indeed without the full observance of all the rites and ceremonial .",masawa,OBJECT,canoe,ORG,
"In the case of canoes , the Trobrianders would be so firmly persuaded that a canoe built without magic would be unseaworthy , slow in sailing , and unlucky in the Kula , that no one would dream of omitting the magic rites .",canoe,ORG,Kula,EVENT,
XII ) we shall see plainly the power ascribed to magic in imparting speed and other qualities to a canoe .,XII,ORG,,,
"Each of these two has Each own province : the builder by builder skill and knowledge makes the canoe stable and swift , and magic gives Each an additional stability and swiftness .",canoe,ORG,,,
"If a canoe is obviously badly built , the natives will know why canoe sails slowly and is unwieldy .",canoe,ORG,canoe,ORG,
"Finally , speaking from a sociological point of view , what is the economic function of magic in the process of canoe making ?",canoe,ORG,,,
"The belief that the magician is a man endowed with special powers , controlling the canoe , makes magician a natural leader whose command is obeyed , who can fix dates , apportion work , and keep the worker up to the mark .",the magician,PERSON,canoe,ORG,
"Thus the organisation of labour in canoe - building rests on the one hand on the division of functions , those of the owner , the expert and the helpers , and on the other on the co - operation between labour and magic .",canoe - building,LOC,,,
IV ( B ) Sociology of Canoe Ownership .,IV,PERSON,,,
"Ownership , giving this word Ownership broadest sense , is the relation , often very complex , between an object and the social community in which Ownership is found .",Ownership,GPE,,,
"In the Trobriands , there is a word which may be said approximately to denote ownership , the prefix toli -- followed by the name of the object owned .",the Trobriands,LOCATION,,,
"Thus the compound word ( pronounced without hiatus ) toli - waga , means "" owner "" or "" master "" of a canoe ( waga ) ; toli - bagula , the master of the garden ( bagula -- garden ) ; toli - bunukwa , owner of the pig ; toli - megwa ( owner , expert in magic , etc . )",waga,OBJECT,waga,OBJECT,
"Thus the compound word ( pronounced without hiatus ) toli - waga , means "" owner "" or "" master "" of a canoe ( waga ) ; toli - bagula , the master of the garden ( bagula -- garden ) ; toli - bunukwa , owner of the pig ; toli - megwa ( owner , expert in magic , etc . )",waga,OBJECT,megwa,MAGIC,
"Thus the compound word ( pronounced without hiatus ) toli - waga , means "" owner "" or "" master "" of a canoe ( waga ) ; toli - bagula , the master of the garden ( bagula -- garden ) ; toli - bunukwa , owner of the pig ; toli - megwa ( owner , expert in magic , etc . )",waga,OBJECT,megwa,MAGIC,
This will be made clear in the concrete example of the canoe .,canoe,FAC,,,
"The word toli -- in this example is restricted to one man only , who calls toli toli - waga .",waga,OBJECT,,,
"Sometimes man nearest maternal relatives , such as man brothers and maternal nephews , might call relatives collectively toli - waga , but this would be an abuse of the term .",waga,OBJECT,,,
"With this feature of the Trobriand social psychology , that is with natives characteristic ambition , vanity and desire to be renowned and well spoken of , the reader of the following pages will become very familiar .",Trobriand,ORG,,,
"The natives , to whom the Kula and the sailing expeditions are so important , will associate the name of the canoe with that of name toli ; natives will identify man magical powers and name good luck in sailing and in the Kula ; natives will often speak of",Kula,EVENT,Kula,EVENT,
"Turning now to the detailed determination of this relationship , the most important point about relationship is that relationship always rests in the person of the chief or headman .",chief,PERSON,,,
"As we have seen in our short account of the Trobrianders ' sociology , the village community is always subject to the authority of one chief or headman .",Trobrianders,WORK_OF_ART,chief,PERSON,
"Each one of these , whether chief authority extends over a small sectional village , or over a whole district , has the means of accumulating a certain amount of garden produce , considerable in the case of a chief , relatively small in that of a headman , but always sufficient to defray the extra expenses incidental to all communal enterprise .",chief,PERSON,chief,PERSON,
chief also owns native wealth condensed into the form of the objects of value called vaygu'a .,chief,PERSON,vaygu'a,OBJECT,
"Again , a headman will have little , a big chief a large amount .",chief,PERSON,,,
"But everyone who is not a mere nobody , must possess at least a few stone blades , a few kaloma belts , and some kuwa ( small necklets ) .",kaloma,OBJECT,,,
"Thus in all types of tribal enterprises , the chief or headman is able to bear the burden of expense , and chief also derives the main benefit from the affair .",chief,PERSON,chief,PERSON,
"In the case of the canoe , the chief , as we saw , acts as main organiser in the construction , and chief also enjoys the title of toli .",canoe,ORG,chief,PERSON,
"In the case of the canoe , the chief , as we saw , acts as main organiser in the construction , and chief also enjoys the title of toli .",canoe,ORG,chief,PERSON,
"In the case of the canoe , the chief , as we saw , acts as main organiser in the construction , and chief also enjoys the title of toli .",canoe,ORG,toli,GPE,
"In the case of the canoe , the chief , as we saw , acts as main organiser in the construction , and chief also enjoys the title of toli .",chief,PERSON,chief,PERSON,
"In the case of the canoe , the chief , as we saw , acts as main organiser in the construction , and chief also enjoys the title of toli .",chief,PERSON,toli,GPE,
"In the case of the canoe , the chief , as we saw , acts as main organiser in the construction , and chief also enjoys the title of toli .",chief,PERSON,toli,GPE,
"This strong economic position runs side by side with chief direct power , due to high rank , or traditional authority .",chief,PERSON,,,
"In the case of a small headman , position is due to the fact that chief is at the head of a big kinship group ( the totemic sub - clan ) .",chief,PERSON,,,
"Both combined , allow chief to command labour and to reward for Both .",chief,PERSON,,,
"This title of toliwaga , besides the general social distinction which Both confers , implies further a definite series of social functions with regard to Both individual bearer .",toliwaga,PERSON,,,
"Thus , the toliwaga has the privilege of acting as spokesman of toliwaga community in all matters of sailing or construction .",toliwaga,PERSON,toliwaga,PERSON,
"toliwaga assembles the council , informal or formal as the case may be , and opens the question of when the sailing will take place .",toliwaga,PERSON,,,
"Nevertheless , the formal privilege is strictly confined to the toliwaga , and highly valued .",toliwaga,PERSON,,,
"The position of master and leader of ceremonies , of general spokesman , lasts right through the successive stages of the building of the canoe , and position subsequent use , and we shall meet with position in all the ceremonial phases of the Kula .",canoe,ORG,Kula,EVENT,
The economic uses and advantages derived from a canoe are not limited to the toliwaga .,toliwaga,PERSON,,,
"toliwaga , however , gets the lion 's share .",toliwaga,PERSON,,,
"toliwaga has , of course , in all circumstances , the privilege of absolute priority in being included in the party .",toliwaga,PERSON,,,
"toliwaga also receives always by far the greatest proportion of Kula valuables , and other articles on every occasion .",toliwaga,PERSON,Kula,EVENT,
"This , however , is in virtue of toliwaga general position as chief or headman , and should perhaps not be included under this heading .",toliwaga,PERSON,chief,PERSON,
"The canoe can be , and often is , hired out from a headman , who at a given season has no intention of sailing , by another one , as a rule from a different district , who embarks on an expedition .",a given season,DATE,,,
"The reason of this is , that the chief or headman who borrows , may at that time not be able to have chief own canoe repaired , or construct another new one .",chief,PERSON,chief,PERSON,
"The reason of this is , that the chief or headman who borrows , may at that time not be able to have chief own canoe repaired , or construct another new one .",chief,PERSON,canoe,ORG,
"The reason of this is , that the chief or headman who borrows , may at that time not be able to have chief own canoe repaired , or construct another new one .",chief,PERSON,canoe,ORG,
"The payment for hire is called toguna , and toguna consists of a vaygu'a .",toguna,PERSON,vaygu'a,OBJECT,
"Besides this , the best vaygu'a obtained on the expedition would be kula'd to the man from whom the canoe was hired .",vaygu'a,OBJECT,canoe,ORG,
"The toliwaga has definite social privileges , and exercises definite functions , in the running of a canoe .",toliwaga,PERSON,,,
"Thus , toliwaga selects toliwaga companions , who will sail in toliwaga canoe , and has the nominal right to choose or reject those who may go on the expedition with toliwaga .",toliwaga,PERSON,toliwaga,PERSON,
"Thus , toliwaga selects toliwaga companions , who will sail in toliwaga canoe , and has the nominal right to choose or reject those who may go on the expedition with toliwaga .",toliwaga,PERSON,toliwaga,PERSON,
"Thus , toliwaga selects toliwaga companions , who will sail in toliwaga canoe , and has the nominal right to choose or reject those who may go on the expedition with toliwaga .",toliwaga,PERSON,canoe,ORG,
"Thus , toliwaga selects toliwaga companions , who will sail in toliwaga canoe , and has the nominal right to choose or reject those who may go on the expedition with toliwaga .",toliwaga,PERSON,toliwaga,PERSON,
"Thus , toliwaga selects toliwaga companions , who will sail in toliwaga canoe , and has the nominal right to choose or reject those who may go on the expedition with toliwaga .",toliwaga,PERSON,toliwaga,PERSON,
"Thus , toliwaga selects toliwaga companions , who will sail in toliwaga canoe , and has the nominal right to choose or reject those who may go on the expedition with toliwaga .",toliwaga,PERSON,canoe,ORG,
"Thus , toliwaga selects toliwaga companions , who will sail in toliwaga canoe , and has the nominal right to choose or reject those who may go on the expedition with toliwaga .",toliwaga,PERSON,toliwaga,PERSON,
"Thus , toliwaga selects toliwaga companions , who will sail in toliwaga canoe , and has the nominal right to choose or reject those who may go on the expedition with toliwaga .",toliwaga,PERSON,canoe,ORG,
"Thus , toliwaga selects toliwaga companions , who will sail in toliwaga canoe , and has the nominal right to choose or reject those who may go on the expedition with toliwaga .",toliwaga,PERSON,toliwaga,PERSON,
"Thus , toliwaga selects toliwaga companions , who will sail in toliwaga canoe , and has the nominal right to choose or reject those who may go on the expedition with toliwaga .",canoe,ORG,toliwaga,PERSON,
Here again the privilege is much shorn of privilege value by many restrictions imposed on the chief by the nature of things .,chief,PERSON,,,
"Thus , on the one hand , chief veyola ( maternal kinsmen ) have , according to all native ideas of right and law , a strong claim on the canoe .",chief,PERSON,,,
"Again , a man of rank in a community could be excluded from an expedition only with difficulty , if man wished to go and there were no special grievance against chief .",chief,PERSON,,,
"But if there were such a cause , if the man had offended the chief , and were on bad terms with chief , chief chief would not even try to embark .",chief,PERSON,chief,PERSON,
"But if there were such a cause , if the man had offended the chief , and were on bad terms with chief , chief chief would not even try to embark .",chief,PERSON,chief,PERSON,
"But if there were such a cause , if the man had offended the chief , and were on bad terms with chief , chief chief would not even try to embark .",chief,PERSON,chief,PERSON,
"But if there were such a cause , if the man had offended the chief , and were on bad terms with chief , chief chief would not even try to embark .",chief,PERSON,chief,PERSON,
"But if there were such a cause , if the man had offended the chief , and were on bad terms with chief , chief chief would not even try to embark .",chief,PERSON,chief,PERSON,
"But if there were such a cause , if the man had offended the chief , and were on bad terms with chief , chief chief would not even try to embark .",chief,PERSON,chief,PERSON,
"In the coastal villages like Sinaketa there are many of these ; in inland ones , like Omarakana , there are few .",Sinaketa,ORG,Omarakana,PERSON,
"So in one of these inland places , there are men who always go in a canoe , whenever canoe is used ; who have even a good deal to say in all matters connected with sailing , yet who would never dare to use the title of toliwaga , and would even definitely disclaim title if title were given to matters .",canoe,ORG,toliwaga,PERSON,
"To sum up : the chief 's privilege of choice is limited by two conditions , the rank and the seamanship of those chief may select .",chief,PERSON,chief,PERSON,
"As we have seen , chief fulfils definite functions in the construction of the canoe .",chief,PERSON,canoe,FAC,
We shall see later on that chief has also definite functions in sailing .,chief,PERSON,,,
"A special feature , implied in the title of toliwaga , is the performance of magical duties .",toliwaga,PERSON,,,
"feature will be made clear that magic during the process of construction is done by the expert , but magic done in connection with sailing and Kula is done by the toliwaga .",Kula,EVENT,toliwaga,PERSON,
"The latter must , by definition , know canoe magic .",canoe,NORP,,,
"The rôle of magic in this , and the taboos , ceremonial activities , and special customs associated with this , will come out clearly in the consecutive account of a Kula expedition .",Kula,EVENT,,,
The Social Division of Functions in the Manning and Sailing of the Canoe .,The Social Division of Functions,ORG,Canoe,FAC,
"IX , Div . II ) , and there the social organisation within the canoe -- such as IX is -- will be indicated .",Div,PERSON,canoe,FAC,
"Captainship , carrying with rudder definite duties , powers and responsibilities , as a position distinct from that of the toliwaga , does not exist .",toliwaga,PERSON,,,
"The owner of the canoe will always take the lead and give orders , provided that owner is a good sailor .",canoe,ORG,,,
A short outline of the concrete details referring to the distribution of canoes in the Trobriands must be given here .,the Trobriands,LOCATION,,,
"A glance at the map of Boyowa shows that various districts have not the same opportunities for sailing , and not all of districts direct access to the sea .",Boyowa,GPE,,,
"Moreover , the fishing villages on the Lagoon , where fishing and sailing have constantly to be done , will naturally have more opportunities for cultivating the arts of sailing and ship - building .",Lagoon,LOC,,,
"And indeed we find that the villages of the two inland districts , Tilataula and Kuboma , know nothing about ship - building and sailing , and possess no canoes ; the villages in Kiriwina and Luba , on the east coast , with indirect access to the sea , have only one canoe each , and few building experts ; while some villagers on the Lagoon are good sailors and excellent builders .",Tilataula,GPE,Kuboma,GPE,
"And indeed we find that the villages of the two inland districts , Tilataula and Kuboma , know nothing about ship - building and sailing , and possess no canoes ; the villages in Kiriwina and Luba , on the east coast , with indirect access to the sea , have only one canoe each , and few building experts ; while some villagers on the Lagoon are good sailors and excellent builders .",Tilataula,GPE,Kiriwina,LOCATION,
"And indeed we find that the villages of the two inland districts , Tilataula and Kuboma , know nothing about ship - building and sailing , and possess no canoes ; the villages in Kiriwina and Luba , on the east coast , with indirect access to the sea , have only one canoe each , and few building experts ; while some villagers on the Lagoon are good sailors and excellent builders .",Tilataula,GPE,Luba,GPE,
"And indeed we find that the villages of the two inland districts , Tilataula and Kuboma , know nothing about ship - building and sailing , and possess no canoes ; the villages in Kiriwina and Luba , on the east coast , with indirect access to the sea , have only one canoe each , and few building experts ; while some villagers on the Lagoon are good sailors and excellent builders .",Tilataula,GPE,the east coast,LOC,
"And indeed we find that the villages of the two inland districts , Tilataula and Kuboma , know nothing about ship - building and sailing , and possess no canoes ; the villages in Kiriwina and Luba , on the east coast , with indirect access to the sea , have only one canoe each , and few building experts ; while some villagers on the Lagoon are good sailors and excellent builders .",Tilataula,GPE,canoe,ORG,
"And indeed we find that the villages of the two inland districts , Tilataula and Kuboma , know nothing about ship - building and sailing , and possess no canoes ; the villages in Kiriwina and Luba , on the east coast , with indirect access to the sea , have only one canoe each , and few building experts ; while some villagers on the Lagoon are good sailors and excellent builders .",Tilataula,GPE,Lagoon,LOC,
"And indeed we find that the villages of the two inland districts , Tilataula and Kuboma , know nothing about ship - building and sailing , and possess no canoes ; the villages in Kiriwina and Luba , on the east coast , with indirect access to the sea , have only one canoe each , and few building experts ; while some villagers on the Lagoon are good sailors and excellent builders .",Kuboma,GPE,Kiriwina,LOCATION,
"And indeed we find that the villages of the two inland districts , Tilataula and Kuboma , know nothing about ship - building and sailing , and possess no canoes ; the villages in Kiriwina and Luba , on the east coast , with indirect access to the sea , have only one canoe each , and few building experts ; while some villagers on the Lagoon are good sailors and excellent builders .",Kuboma,GPE,Luba,GPE,
"And indeed we find that the villages of the two inland districts , Tilataula and Kuboma , know nothing about ship - building and sailing , and possess no canoes ; the villages in Kiriwina and Luba , on the east coast , with indirect access to the sea , have only one canoe each , and few building experts ; while some villagers on the Lagoon are good sailors and excellent builders .",Kuboma,GPE,the east coast,LOC,
"And indeed we find that the villages of the two inland districts , Tilataula and Kuboma , know nothing about ship - building and sailing , and possess no canoes ; the villages in Kiriwina and Luba , on the east coast , with indirect access to the sea , have only one canoe each , and few building experts ; while some villagers on the Lagoon are good sailors and excellent builders .",Kuboma,GPE,canoe,ORG,
"And indeed we find that the villages of the two inland districts , Tilataula and Kuboma , know nothing about ship - building and sailing , and possess no canoes ; the villages in Kiriwina and Luba , on the east coast , with indirect access to the sea , have only one canoe each , and few building experts ; while some villagers on the Lagoon are good sailors and excellent builders .",Kuboma,GPE,Lagoon,LOC,
"And indeed we find that the villages of the two inland districts , Tilataula and Kuboma , know nothing about ship - building and sailing , and possess no canoes ; the villages in Kiriwina and Luba , on the east coast , with indirect access to the sea , have only one canoe each , and few building experts ; while some villagers on the Lagoon are good sailors and excellent builders .",Kiriwina,LOCATION,Luba,GPE,
"And indeed we find that the villages of the two inland districts , Tilataula and Kuboma , know nothing about ship - building and sailing , and possess no canoes ; the villages in Kiriwina and Luba , on the east coast , with indirect access to the sea , have only one canoe each , and few building experts ; while some villagers on the Lagoon are good sailors and excellent builders .",Kiriwina,LOCATION,the east coast,LOC,
"And indeed we find that the villages of the two inland districts , Tilataula and Kuboma , know nothing about ship - building and sailing , and possess no canoes ; the villages in Kiriwina and Luba , on the east coast , with indirect access to the sea , have only one canoe each , and few building experts ; while some villagers on the Lagoon are good sailors and excellent builders .",Kiriwina,LOCATION,canoe,ORG,
"And indeed we find that the villages of the two inland districts , Tilataula and Kuboma , know nothing about ship - building and sailing , and possess no canoes ; the villages in Kiriwina and Luba , on the east coast , with indirect access to the sea , have only one canoe each , and few building experts ; while some villagers on the Lagoon are good sailors and excellent builders .",Kiriwina,LOCATION,Lagoon,LOC,
"And indeed we find that the villages of the two inland districts , Tilataula and Kuboma , know nothing about ship - building and sailing , and possess no canoes ; the villages in Kiriwina and Luba , on the east coast , with indirect access to the sea , have only one canoe each , and few building experts ; while some villagers on the Lagoon are good sailors and excellent builders .",Luba,GPE,the east coast,LOC,
"And indeed we find that the villages of the two inland districts , Tilataula and Kuboma , know nothing about ship - building and sailing , and possess no canoes ; the villages in Kiriwina and Luba , on the east coast , with indirect access to the sea , have only one canoe each , and few building experts ; while some villagers on the Lagoon are good sailors and excellent builders .",Luba,GPE,canoe,ORG,
"And indeed we find that the villages of the two inland districts , Tilataula and Kuboma , know nothing about ship - building and sailing , and possess no canoes ; the villages in Kiriwina and Luba , on the east coast , with indirect access to the sea , have only one canoe each , and few building experts ; while some villagers on the Lagoon are good sailors and excellent builders .",Luba,GPE,Lagoon,LOC,
"And indeed we find that the villages of the two inland districts , Tilataula and Kuboma , know nothing about ship - building and sailing , and possess no canoes ; the villages in Kiriwina and Luba , on the east coast , with indirect access to the sea , have only one canoe each , and few building experts ; while some villagers on the Lagoon are good sailors and excellent builders .",the east coast,LOC,canoe,ORG,
"And indeed we find that the villages of the two inland districts , Tilataula and Kuboma , know nothing about ship - building and sailing , and possess no canoes ; the villages in Kiriwina and Luba , on the east coast , with indirect access to the sea , have only one canoe each , and few building experts ; while some villagers on the Lagoon are good sailors and excellent builders .",the east coast,LOC,Lagoon,LOC,
"And indeed we find that the villages of the two inland districts , Tilataula and Kuboma , know nothing about ship - building and sailing , and possess no canoes ; the villages in Kiriwina and Luba , on the east coast , with indirect access to the sea , have only one canoe each , and few building experts ; while some villagers on the Lagoon are good sailors and excellent builders .",canoe,ORG,Lagoon,LOC,
The best centres for canoe - building are found in the islands of Vakuta and Kayleula and to a lesser degree this craft flourishes in the village of Sinaketa .,Vakuta,GPE,Kayleula,PERSON,
The best centres for canoe - building are found in the islands of Vakuta and Kayleula and to a lesser degree this craft flourishes in the village of Sinaketa .,Vakuta,GPE,Sinaketa,GPE,
The best centres for canoe - building are found in the islands of Vakuta and Kayleula and to a lesser degree this craft flourishes in the village of Sinaketa .,Kayleula,PERSON,Sinaketa,GPE,
"The island of Kitava is the traditional building centre , and at present the finest canoes as well as the best canoe carvings come from there .",Kitava,LOCATION,,,
"In this description of canoes , this island , which really belongs to the Eastern rather than to the Western branch of the N. Massim , must be included in the account , since all Boyowan canoe mythology and canoe industry is associated with Kitava .",Eastern,ORG,Western,NORP,
"In this description of canoes , this island , which really belongs to the Eastern rather than to the Western branch of the N. Massim , must be included in the account , since all Boyowan canoe mythology and canoe industry is associated with Kitava .",Eastern,ORG,Boyowan,GPE,
"In this description of canoes , this island , which really belongs to the Eastern rather than to the Western branch of the N. Massim , must be included in the account , since all Boyowan canoe mythology and canoe industry is associated with Kitava .",Eastern,ORG,canoe industry,ORG,
"In this description of canoes , this island , which really belongs to the Eastern rather than to the Western branch of the N. Massim , must be included in the account , since all Boyowan canoe mythology and canoe industry is associated with Kitava .",Eastern,ORG,Kitava,LOCATION,
"In this description of canoes , this island , which really belongs to the Eastern rather than to the Western branch of the N. Massim , must be included in the account , since all Boyowan canoe mythology and canoe industry is associated with Kitava .",Western,NORP,Boyowan,GPE,
"In this description of canoes , this island , which really belongs to the Eastern rather than to the Western branch of the N. Massim , must be included in the account , since all Boyowan canoe mythology and canoe industry is associated with Kitava .",Western,NORP,canoe industry,ORG,
"In this description of canoes , this island , which really belongs to the Eastern rather than to the Western branch of the N. Massim , must be included in the account , since all Boyowan canoe mythology and canoe industry is associated with Kitava .",Western,NORP,Kitava,LOCATION,
"In this description of canoes , this island , which really belongs to the Eastern rather than to the Western branch of the N. Massim , must be included in the account , since all Boyowan canoe mythology and canoe industry is associated with Kitava .",Boyowan,GPE,canoe industry,ORG,
"In this description of canoes , this island , which really belongs to the Eastern rather than to the Western branch of the N. Massim , must be included in the account , since all Boyowan canoe mythology and canoe industry is associated with Kitava .",Boyowan,GPE,Kitava,LOCATION,
"In this description of canoes , this island , which really belongs to the Eastern rather than to the Western branch of the N. Massim , must be included in the account , since all Boyowan canoe mythology and canoe industry is associated with Kitava .",canoe industry,ORG,Kitava,LOCATION,
There are at present some sixty - four Masawa canoes in the Trobriands and Kitava .,Masawa,OBJECT,the Trobriands,LOCATION,
There are at present some sixty - four Masawa canoes in the Trobriands and Kitava .,Masawa,OBJECT,Kitava,LOCATION,
There are at present some sixty - four Masawa canoes in the Trobriands and Kitava .,the Trobriands,LOCATION,Kitava,LOCATION,
"Out of these , some four belong to the Northern district , where Kula is not practised ; all the rest are built and used for the Kula .",Kula,EVENT,Kula,EVENT,
"In the foregoing chapters I have spoken about "" Kula communities , "" that is , such groups of villages as carry on the Kula as a whole , sail together on overseas expeditions , and do expeditions internal Kula with one another .",Kula,EVENT,Kula,EVENT,
"In the foregoing chapters I have spoken about "" Kula communities , "" that is , such groups of villages as carry on the Kula as a whole , sail together on overseas expeditions , and do expeditions internal Kula with one another .",Kula,EVENT,Kula,EVENT,
"In the foregoing chapters I have spoken about "" Kula communities , "" that is , such groups of villages as carry on the Kula as a whole , sail together on overseas expeditions , and do expeditions internal Kula with one another .",Kula,EVENT,Kula,EVENT,
We shall group the canoes according to the Kula community to which canoes belong .,Kula,EVENT,,,
Kiriwina 8 canoes .,Kiriwina,LOCATION,,,
"Luba 3 , , Sinaketa 8 , , Vakuta 22 , , Kayleula about 20 , , Kitava about 12 , , ---------- Total for all Kula communities 60 canoes .",Sinaketa 8,ORG,Kayleula,PERSON,
"Luba 3 , , Sinaketa 8 , , Vakuta 22 , , Kayleula about 20 , , Kitava about 12 , , ---------- Total for all Kula communities 60 canoes .",Sinaketa 8,ORG,Kitava,LOCATION,
"Luba 3 , , Sinaketa 8 , , Vakuta 22 , , Kayleula about 20 , , Kitava about 12 , , ---------- Total for all Kula communities 60 canoes .",Sinaketa 8,ORG,Kula,EVENT,
"Luba 3 , , Sinaketa 8 , , Vakuta 22 , , Kayleula about 20 , , Kitava about 12 , , ---------- Total for all Kula communities 60 canoes .",Kayleula,PERSON,Kitava,LOCATION,
"Luba 3 , , Sinaketa 8 , , Vakuta 22 , , Kayleula about 20 , , Kitava about 12 , , ---------- Total for all Kula communities 60 canoes .",Kayleula,PERSON,Kula,EVENT,
"Luba 3 , , Sinaketa 8 , , Vakuta 22 , , Kayleula about 20 , , Kitava about 12 , , ---------- Total for all Kula communities 60 canoes .",Kitava,LOCATION,Kula,EVENT,
"To this number , the canoes of the Northern district must be added , but canoes are never used in the Kula .",Northern,LOC,Kula,EVENT,
"In olden days , this figure was , on a rough estimate , more than double of what figure is now , because , first of all , there are some villages which had canoes in the old days and now have none , and then the number of villages which became extinct a few generations ago is considerable .",the old days,DATE,a few generations ago,DATE,
"About half a century ago , there were in Vakuta alone about sixty canoes , in Sinaketa at least twenty , in Kitava thirty , in Kiriwina twenty , and in Luba ten .",Vakuta,ORG,Sinaketa,GPE,
"About half a century ago , there were in Vakuta alone about sixty canoes , in Sinaketa at least twenty , in Kitava thirty , in Kiriwina twenty , and in Luba ten .",Vakuta,ORG,Kitava,LOCATION,
"About half a century ago , there were in Vakuta alone about sixty canoes , in Sinaketa at least twenty , in Kitava thirty , in Kiriwina twenty , and in Luba ten .",Vakuta,ORG,Kiriwina,LOCATION,
"About half a century ago , there were in Vakuta alone about sixty canoes , in Sinaketa at least twenty , in Kitava thirty , in Kiriwina twenty , and in Luba ten .",Vakuta,ORG,Luba,GPE,
"About half a century ago , there were in Vakuta alone about sixty canoes , in Sinaketa at least twenty , in Kitava thirty , in Kiriwina twenty , and in Luba ten .",Sinaketa,GPE,Kitava,LOCATION,
